Date,y,m,d,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,jp_Open,jp_Adj_Close,chnsse_Open,chnsse_Adj_Close,chnhs_Open,chnhs_Adj_Close,ko_Open,ko_Adj_Close,iny_Open,iny_Adj Close,ind_Open,ind_Adj_Close,astsp_Open,astsp_Adj_Close,ast_Open,ast_Adj_Close,usdow_Open,usdow_Adj_Close,usnsdq_Open,usnsdq_Adj_Close,usvix_Open,usvix_Adj_Close,ussp_Open,ussp_Adj_Close,eurestx_Open,eurestx_Adj_Close,blx_Open,blx_Adj_Close,fnc_Open,fnc_Adj_Close,grm_Open,grm_Adj Close,cnd_Open,cnd_Adj_Close,mxc_Open,mxc_Adj_Close,agt_Open,agt_Adj_Close,chl_Adj_Close,chl_Open,bx_Open,bx_Adj_Close,Isrl_Open,Isrl_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE,ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE,uk_VALUE,RDSCUNT_RATE,RATE_YEAR,RATE,BOND_RATE,PRP_M,PRP_M_P,M1A,M1B,M2,PUR_A,ASSETS,LIABILITIES
1997-07-21,1997,7,21,9814.25,9896.730469,9750.700195,9833.769531,9833.732422,20345.530,20203.170,1215.839,1193.525,15424.400,15536.300,741.020,740.930,724.392,712.381,4134.08,4154.28,2595.8,2595.8,2684.2,2653.4,7890.9,7906.7,1548.1,1536.23,23.55,23.51,915.3,912.94,2516.79,2516.79,2514.4,2516.75,2854.1,2874.1,4183.76,4139.96,6697.300,6647.400,4720.600,4590.200,802.11,790.7,1146.7,1172.92,11318,11292,294.62,295.48,27.94,115.88,8.3211,7.747,1.0811,1.3746,35.72,894.5,2.628,7.886,7.7814,4.575,1.4635,1.4755,0.741,1.21225769531223,0.6534,1.6776,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-22,1997,7,22,9877.389648,9877.389648,9543.759766,9550.400391,9550.365234,20246.820,20157.020,1189.118,1208.248,15486.100,15446.800,740.890,725.980,712.674,711.42,4161.94,4186.29,2597.7,2597.7,2653.4,2656.4,7906.02,8061.6,1539,1563.86,23.11,21.77,912.94,933.98,2578.77,2578.77,2497,2539.5,2901.7,2921.1,4167.13,4297.64,6673.300,6714.300,4589.200,4652.200,791.35,813.47,1161.77,1146.81,12253,12235,295.48,293.43,27.96,115.68,8.3209,7.747,1.0812,1.3818,35.71,896.5,2.632,7.855,7.82,4.5745,1.46,1.49,0.7396,1.20696343220469,0.6478,1.6744,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-23,1997,7,23,9694.280273,9694.280273,9345.900391,9381.05957,9381.025391,20244.119,20130.510,1219.055,1198.861,15551.200,15738.800,723.560,730.580,711.768,718.168,4204.83,4251.13,2624.1,2624.1,2656.4,2683.4,8063.3,8088.36,1571.33,1567.65,21.31,21.3,933.98,936.56,2645.05,2645.05,2582.5,2601.6,2984.6,3003.5,4359.05,4384.82,6761.300,6765.200,4652.200,4742.100,814,821.7,1181.02,1161.9,11759,12427,293.43,297.32,27.98,115.85,8.3209,7.747,1.0821,1.3812,35.71,896.5,2.639,7.837,7.812,4.5635,1.4672,1.484,0.7366,1.2080000026843,0.6497,1.6779,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-24,1997,7,24,9500.860352,9632.419922,9475.540039,9632.419922,9632.383789,20164.320,20286.230,1194.705,1174.217,15801.900,15709.200,729.420,739.040,718.54,712.025,4264.93,4226.37,2617.1,2617.1,2683.4,2676.4,8089.3,8116.9,1565.87,1569.13,21.57,20.96,936.56,940.3,2619.17,2619.17,2594.6,2581.6,3015.1,2973.5,4382.6,4320.52,6780.300,6785.200,4745.300,4762.700,821.7,836.12,1196.32,1181.25,12642,12544,297.32,301.25,27.97,115.95,8.3208,7.7385,1.0819,1.3832,35.71,895,2.6465,7.835,7.898,4.558,1.4765,1.4995,0.7375,1.19615893804827,0.653,1.6729,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-25,1997,7,25,9719.05957,9819.769531,9710.269531,9808.910156,9808.873047,20329.730,20389.539,1166.566,1170.862,15720.800,15658.100,739.820,733.640,712.046,710.037,4218.29,4189.81,2631.9,2631.9,2676.4,2691.2,8116.2,8113.4,1571.69,1569.58,20.64,20.82,940.3,938.79,2640.14,2640.14,2568.8,2592.8,3011.1,3025.9,4365.03,4368.54,6793.200,6780.300,4765.200,4722.400,836.12,841.19,1212.3,1197.23,12573,12523,301.12,302.765,27.98,116.75,8.3205,7.7405,1.082,1.3848,35.705,894,2.6515,7.774,7.8685,4.566,1.4755,1.515,0.7372,1.20047345407099,0.6525,1.6628,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-28,1997,7,28,9929.980469,9995.370117,9899.580078,9923.049805,9923.011719,20420.240,20575.260,1167.813,1141.777,15627.000,15666.600,732.560,733.920,710.499,710.798,4191.91,4181.48,2664.8,2664.8,2691.2,2723.8,8113.4,8121.1,1573.09,1563.53,20.57,21.84,938.79,936.45,2660.13,2660.13,2614.3,2621.9,3026.4,3022.2,4407.5,4400.3,6786.300,6792.300,4722.400,4712.200,840.26,852.2,1198.35,1212.31,13061,12938,304.92,304.28,28,117.76,8.3003,7.7411,1.0823,1.3865,35.75,893.5,2.6355,7.782,7.9508,4.5755,1.467,1.52,0.7345,1.18975825943589,0.641,1.6292,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-29,1997,7,29,9980.110352,10057.950195,9892.339844,9892.339844,9892.302734,20627.859,20402.740,1137.319,1153.229,15681.900,15772.100,733.680,732.680,710.819,716.334,4180.59,4217.58,2671.7,2671.7,2723.8,2731.9,8121.1,8174.5,1560.47,1572.32,22.28,22.02,936.45,942.29,2638.05,2638.05,2615.2,2599.8,3016.4,3023.6,4395.55,4377.7,6776.700,6801.200,4712.200,4797.500,852.56,849.02,1204.76,1198.47,13188,13044,304.28,305.55,28.25,118,8.2913,7.7438,1.0837,1.3855,35.737,894,2.619,7.799,7.937,4.5875,1.4635,1.517,0.745,1.19171186837749,0.6495,1.6275,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-30,1997,7,30,9953.94043,10000.610352,9898.299805,9942.790039,9942.751953,20413.840,20212.820,1157.090,1179.421,15842.600,15983.200,733.630,726.890,716.431,721.958,4230.8,4244.89,2672.7,2672.7,2731.9,2735,8175,8254.9,1573.13,1588.05,21.95,21.39,942.29,952.29,2674.56,2674.56,2607,2596.4,3052.6,3069.3,4399.99,4458.66,6818.800,6850.600,4797.500,4974.200,849.66,847.24,1212.75,1204.89,13239,13019,305.55,302.33,28.8,118.33,8.2911,7.745,1.0829,1.3813,35.72,894,2.636,7.768,7.9925,4.5935,1.4665,1.515,0.7447,1.18414027437563,0.6502,1.621,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-07-31,1997,7,31,10111.830078,10113.570313,10050.929688,10066.349609,10066.311523,20240.619,20331.430,1184.937,1189.760,16144.600,16365.700,724.780,726.120,722.345,721.249,4252.37,4305.76,2673.7,2673.7,2735,2735.1,8257,8222.6,1591.56,1593.81,21.34,21.48,952.29,954.31,2674.83,2674.83,2591.7,2579.3,3089.6,3075.7,4463.92,4405.52,6872.100,6877.700,4979.300,5067.800,847.2,850.03,1207.57,1212.88,13046,12872,302.33,306.14,28.9,118.37,8.2913,7.743,1.083,1.382,35.72,892,2.639,7.825,7.982,4.613,1.471,1.5145,0.7451,1.18521825775192,0.6498,1.6388,5,5.95,7.375,5.97,17265,5196,16549,37161,144683,26494,32409,5915
1997-08-01,1997,8,1,9953.30957,10102.769531,9942.339844,10001.55957,10001.521484,20344.631,19804.381,1191.651,1192.828,16424.199,16379.200,726.840,731.450,721.497,721.751,4322.19,4347.32,2663,2663,2735.1,2727.5,8222.8,8194,1594.67,1594.33,21.29,22.29,954.29,947.14,2656.32,2656.32,2573.7,2536,3097.2,3049.5,4422.17,4336.98,6877.300,6851.100,5058.400,5067.000,849.36,841.08,1221.98,1207.7,12846,12259,304.605,307.92,28.9,118.47,8.3203,7.743,1.083,1.3891,35.8,891.5,2.6395,7.823,8.0295,4.635,1.475,1.526,0.7393,1.17870462678079,0.6433,1.6348,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-04,1997,8,4,10167.30957,10167.30957,10059.089844,10065.759766,10065.72168,19838.779,19668.070,1196.254,1200.333,16342.000,16259.600,729.660,734.190,721.246,718.688,4392.47,4465.37,2641.9,2641.9,2727.5,2706,8191,8198.5,1593.09,1605.45,23,21.94,947.14,950.3,2614.82,2614.82,2528.2,2470.3,3061.2,2992.4,4354,4302.5,6851.100,6851.100,5067.000,5135.200,840.02,832.72,1223.89,1222.11,12259,12017,306.88,309.7,28.75,118.34,8.3205,7.7433,1.0832,1.3798,35.8,891,2.6365,7.826,8.046,4.653,1.467,1.5255,0.7385,1.17655132427048,0.643,1.6283,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-05,1997,8,5,10077.080078,10077.080078,9914.099609,9919.679688,9919.641602,19645.359,19514.449,1203.358,1196.274,16423.100,16371.500,734.370,740.860,718.799,713.859,4477.5,4548.02,2642.3,2642.3,2706,2707.6,8198.2,8187.5,1610.21,1621.53,21.78,20.64,950.3,952.37,2618.3,2618.3,2491.2,2455.7,3011.9,2984.1,4330.21,4325.86,6876.900,6903.100,5135.400,5183.000,833.4,838.71,1206.9,1224.36,12224,11909,309.7,309.79,28.75,119.26,8.3203,7.7405,1.0842,1.3815,35.737,893,2.643,7.805,8.0825,4.653,1.473,1.536,0.7392,1.17155095457528,0.6448,1.625,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-06,1997,8,6,9991.320313,9991.320313,9833.44043,9861.469727,9861.432617,19537.350,19702.070,1196.035,1171.941,16418.199,16541.600,740.040,745.650,713.979,699.835,4568.39,4523.01,2662.6,2662.6,2706,2707.6,8186.8,8259.3,1623.24,1630.44,20.87,20.05,952.37,960.32,2667.77,2667.77,2445.4,2466.2,2981.8,3037.1,4318.64,4364.25,6893.500,6933.700,5183.300,5212.900,839.5,857.44,1215.9,1207.93,12224,12523,309.79,311.76,28.75,118.65,8.32,7.742,1.0848,1.3871,35.735,895.5,2.638,7.78,8.055,4.675,1.471,1.5317,0.736,1.17588924446664,0.6393,1.6008,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-07,1997,8,7,9935.209961,9962.209961,9822.139648,9840.879883,9840.842773,19719.070,19475.850,1167.927,1199.240,16683.000,16673.301,746.380,745.350,699.856,677.819,4527.91,4447.06,2652.5,2652.5,2727.1,2717.7,8258.8,8188,1637.14,1624.18,19.54,19.77,960.32,951.19,2699.78,2699.78,2486,2479.8,3069.5,3056.3,4383.1,4428.08,6960.100,6945.100,5212.900,5195.300,857.7,849.88,1213.88,1216.03,12620,12323,311.76,311.56,28.8,118.4,8.3203,7.7415,1.0853,1.3875,35.727,895.5,2.643,7.792,8.048,4.679,1.4735,1.5295,0.7333,1.17714627925397,0.6385,1.5875,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-08,1997,8,8,9921.910156,9934.540039,9851.790039,9923.839844,9923.801758,19395.240,19604.461,1205.952,1206.053,16668.000,16647.500,745.970,752.010,677.939,675.416,4460.23,4397.54,2643.8,2643.8,2717.7,2711.4,8182.2,8031.2,1612.37,1598.52,21.37,22.46,951.19,933.54,2654.07,2654.07,2464.5,2431.5,3045.9,2996.3,4378.51,4342.31,6888.900,6895.200,5194.300,5075.100,849.23,850.73,1207.46,1214,12324,12129,309.14,307.19,28.85,115.3,8.3197,7.742,1.0855,1.3928,35.74,896.5,2.7,7.83,7.904,4.6685,1.481,1.507,0.7337,1.19720575998517,0.6373,1.585,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-11,1997,8,11,10035.379883,10036.040039,9863.629883,9897.269531,9897.232422,19462.350,18824.180,1206.456,1184.083,16449.199,16460.500,762.770,765.070,675.436,658.15,4434.02,4481.3,2600.9,2600.9,2711.4,2667.2,8030.8,8062.1,1599.16,1586.74,22.86,22.77,933.54,937,2625.86,2625.86,2396.3,2420.6,2964.5,2983.4,4269.36,4333.15,6882.700,6840.400,5075.100,5043.700,850.69,853.29,1192.05,1208.26,12239,11949,306.52,302.82,28.85,115.85,8.3196,7.743,1.0857,1.3933,35.727,895.5,2.7455,7.8,7.984,4.667,1.4843,1.523,0.7368,1.18598007463413,0.6418,1.5902,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-12,1997,8,12,9895.990234,9932.339844,9759.360352,9807.740234,9807.703125,18946.189,19099.109,1177.261,1146.809,16572.000,16383.400,766.260,762.020,658.622,662.927,4496.8,4425.03,2583.4,2583.4,2667.2,2650.5,8066.5,7960.8,1592.65,1576.24,22.13,23.75,937,926.53,2645.81,2645.81,2458.1,2452,3009.9,2998.6,4351.83,4377.51,6852.000,6808.500,5043.700,5002.900,854.13,841.05,1180,1192.17,12150,11810,302.82,302.82,28.95,116.21,8.3191,7.7447,1.0857,1.3932,35.73,896.5,2.783,7.78,8.0205,4.6705,1.5095,1.5285,0.7381,1.18118079491944,0.638,1.5775,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-13,1997,8,13,9870.240234,9870.240234,9547.799805,9556.120117,9556.084961,19041.100,19008.600,1139.246,1120.127,16318.600,16482.900,762.990,762.730,662.338,658.584,4419.34,4370.13,2559.7,2559.7,2650.5,2623.6,7963.4,7928.3,1594.25,1583.4,23.58,24.52,926.53,922.02,2578.11,2578.11,2432.3,2399.1,2965.5,2924,4316.93,4237.06,6837.200,6791.000,5009.400,5016.600,840.68,836.94,1175.62,1180.13,12045,11851,302.82,297.67,28.85,115.78,8.3116,7.7442,1.0859,1.3926,35.732,897,2.7775,7.782,8.011,4.661,1.506,1.5101,0.7445,1.18239367239897,0.6414,1.5825,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-14,1997,8,14,9659.69043,9659.69043,9501.629883,9632.339844,9632.303711,19056.311,19222.619,1120.471,1168.113,16465.000,16497.699,762.780,755.780,658.604,642.992,4372.29,4320.97,2564,2564,2623.6,2627.4,7928.8,7942,1587.12,1586.69,23.7,23.11,922.02,924.77,2558.3,2558.3,2399.8,2417.9,2930.4,2921.8,4269.67,4195.53,6806.900,6766.900,5016.600,5014.600,837.81,840.45,1190.81,1176.19,12097,11905,297.67,301.36,28.85,117.75,8.3193,7.749,1.0863,1.3907,35.74,897,2.7835,7.77,8.041,4.688,1.5195,1.5195,0.7427,1.17814018566254,0.6415,1.5865,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-15,1997,8,15,9728.490234,9804.200195,9700.75,9770.799805,9770.762695,19313.430,19326.029,1174.183,1143.064,16503.600,16096.900,754.620,748.535,641.908,617.688,4324.79,4243.17,2602.2,2602.2,2627.4,2666.2,7937.38,7694.7,1583.27,1562.03,23.2,24.45,924.77,900.81,2503.46,2503.46,2409.15,2408.3,2922.6,2929,4204.93,4077.59,6733.100,6695.100,5014.600,4956.600,840.13,838.71,1190.81,1179.17,11891,11335,296.5,298.515,28.9,117.8,8.3119,7.7435,1.0885,1.3903,35.81,897,2.785,7.7625,7.966,4.69,1.517,1.5055,0.7428,1.18807864459228,0.6421,1.609,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
1997-08-19,1997,8,19,9788.240234,9806.290039,9703.900391,9712.450195,9712.413086,19122.311,18961.000,1134.617,1132.905,15559.700,15477.300,746.460,741.290,598.898,590.513,4277.29,4165.37,2557.5,2557.5,2624,2620.9,7802.9,7918.1,1579.38,1600.71,23.31,22.64,912.49,926.01,2549.74,2549.74,2418.5,2398.7,2914.8,2936.2,4134.47,4190.45,6687.100,6715.900,4952.900,5041.500,838.35,850.01,1190.81,1182.15,11481,11211,295.33,295.67,28.8,118.45,8.319,7.74,1.089,1.3951,35.73,900.5,2.79,7.76,8.08,4.703,1.5115,1.5165,0.7415,1.17235822080199,0.6443,1.6035,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582,26458,32019,5561
